S. No.,Reg_No,Campus,Package,Company,Branch,CTC
1867,21BAI1270,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1868,21BAI1270,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1869,21BAI1272,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1870,21bai1281,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1871,21BAI1282,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1872,21BAI1286,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1873,21BAI1286,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1874,21BAI1287,VIT - Chennai,,LTIMindtree,BAI,4LPA
1875,21BAI1287,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1876,21BAI1296,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1877,21BAI1306,VIT - Chennai,,Infosys,BAI,3.6LPA
1878,21BAI1306,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1879,21BAI1308,VIT - Chennai,,Infosys,BAI,3.6LPA
1880,21BAI1308,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1881,21BAI1309,VIT - Chennai,,Infosys,BAI,3.6LPA
1882,21BAI1309,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1883,21BAI1309,VIT - Chennai,,LTIMindtree,BAI,4LPA
1884,21bai1312,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1885,21BAI1319,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1886,21BAI1326,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1887,21BAI1330,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1888,21BAI1339,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1889,21BAI1342,VIT - Chennai,,Infosys,BAI,3.6LPA
1890,21BAI1347,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1891,21BAI1353,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1892,21BAI1360,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1893,21BAI1361,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1894,21BAI1368,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1895,21BAI1368,VIT - Chennai,,Infosys,BAI,3.6LPA
1896,21BAI1368,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1897,21BAI1374,VIT - Chennai,,Infosys,BAI,3.6LPA
1898,21BAI1376,VIT - Chennai,,Infosys,BAI,3.6LPA
1899,21BAI1379,VIT - Chennai,,Infosys,BAI,3.6LPA
1900,21BAI1379,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1901,21BAI1380,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1902,21BAI1381,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1903,21BAI1392,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1904,21BAI1398,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1905,21BAI1408,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1906,21BAI1414,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1907,21BAI1420,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1908,21BAI1421,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1909,21BAI1433,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1910,21BAI1437,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1911,21BAI1439,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1912,21BAI1448,VIT - Chennai,,LTIMindtree,BAI,4LPA
1913,21BAI1448,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1914,21BAI1450,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1915,21BAI1456,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1916,21BAI1460,VIT - Chennai,,Infosys,BAI,3.6LPA
1917,21BAI1461,VIT - Chennai,,LTIMindtree,BAI,4LPA
1918,21BAI1461,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1919,21BAI1462,VIT - Chennai,,Infosys,BAI,3.6LPA
1920,21BAI1462,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1921,21BAI1466,VIT - Chennai,,Infosys,BAI,3.6LPA
1922,21BAI1469,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1923,21BAI1477,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1924,21BAI1480,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1925,21BAI1480,VIT - Chennai,,Infosys,BAI,3.6LPA
1926,21BAI1481,VIT - Chennai,,LTIMindtree,BAI,4LPA
1927,21BAI1481,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1928,21BAI1483,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1929,21BAI1484,VIT - Chennai,,Infosys,BAI,3.6LPA
1930,21BAI1484,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1931,21BAI1513,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1932,21BAI1514,VIT - Chennai,,Infosys,BAI,3.6LPA
1933,21BAI1515,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1934,21BAI1516,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1935,21BAI1516,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1936,21BAI1519,VIT - Chennai,,Infosys,BAI,3.6LPA
1937,21BAI1519,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1938,21BAI1532,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1939,21BAI1536,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1940,21BAI1552,VIT - Chennai,,Infosys,BAI,3.6LPA
1941,21BAI1552,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1942,21BAI1553,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1943,21BAI1559,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1944,21BAI1560,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1945,21BAI1560,VIT - Chennai,,Infosys,BAI,3.6LPA
1946,21BAI1568,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1947,21BAI1579,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1948,21BAI1581,VIT - Chennai,,Infosys,BAI,3.6LPA
1949,21BAI1584,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1950,21BAI1586,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1951,21BAI1589,VIT - Chennai,,Infosys,BAI,3.6LPA
1952,21BAI1589,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1953,21BAI1592,VIT - Chennai,,LTIMindtree,BAI,4LPA
1954,21BAI1592,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1955,21BAI1594,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1956,21BAI1600,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1957,21BAI1600,VIT - Chennai,,Infosys,BAI,3.6LPA
1958,21BAI1604,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1959,21BAI1605,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1960,21BAI1608,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1961,21BAI1609,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1962,21BAI1615,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1963,21BAI1615,VIT - Chennai,,LTIMindtree,BAI,4LPA
1964,21BAI1621,VIT - Chennai,,LTIMindtree,BAI,4LPA
1965,21BAI1621,VIT - Chennai,,Infosys,BAI,3.6LPA
1966,21BAI1621,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1967,21BAI1639,VIT - Chennai,,LTIMindtree,BAI,4LPA
1968,21BAI1645,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1969,21BAI1646,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1970,21BAI1647,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1971,21BAI1647,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1972,21BAI1650,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1973,21BAI1658,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1974,21BAI1662,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1975,21BAI1668,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1976,21BAI1668,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1977,21BAI1676,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1978,21BAI1682,VIT - Chennai,,Infosys,BAI,3.6LPA
1979,21BAI1686,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1980,21BAI1698,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1981,21BAI1699,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1982,21BAI1709,VIT - Chennai,,Infosys,BAI,3.6LPA
1983,21BAI1709,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1984,21BAI1712,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1985,21BAI1717,VIT - Chennai,,Infosys,BAI,3.6LPA
1986,21BAI1720,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1987,21BAI1721,VIT - Chennai,,Infosys,BAI,3.6LPA
1988,21BAI1724,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1989,21BAI1729,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1990,21BAI1730,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1991,21BAI1734,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1992,21BAI1738,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1993,21BAI1754,VIT - Chennai,,Infosys,BAI,3.6LPA
1994,21BAI1762,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1995,21BAI1780,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1996,21BAI1782,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1997,21BAI1783,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1998,21BAI1792,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1999,21BAI1810,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2000,21BAI1810,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
2001,21BAI1815,VIT - Chennai,,Infosys,BAI,3.6LPA
2002,21BAI1815,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2003,21BAI1817,VIT - Chennai,,Infosys,BAI,3.6LPA
2004,21BAI1826,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
2005,21BAI1826,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2006,21BAI1829,VIT - Chennai,,Infosys,BAI,3.6LPA
2007,21BAI1833,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
2008,21BAI1833,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2009,21BAI1839,VIT - Chennai,,Infosys,BAI,3.6LPA
2010,21BAI1839,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2011,21BAI1840,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
2012,21BAI1840,VIT - Chennai,,Infosys,BAI,3.6LPA
2013,21BAI1840,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2014,21BAI1854,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2015,21BAI1865,VIT - Chennai,,Infosys,BAI,3.6LPA
2016,21BAI1868,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2017,21BAI1871,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2018,21BAI1872,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2019,21BAI1887,VIT - Chennai,,Infosys,BAI,3.6LPA
2020,21BAI1892,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2021,21BAI1893,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2022,21BAI1900,VIT - Chennai,,Infosys,BAI,3.6LPA
2023,21BAI1901,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2024,21BAI1907,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
2025,21BCE1004,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2026,21BCE1016,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2027,21BCE1022,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2028,21BCE1022,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2029,21BCE1025,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2030,21BCE1025,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2031,21BCE1028,VIT - Chennai,,Infosys,BCE,3.6LPA
2032,21BCE1028,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2033,21BCE1033,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2034,21BCE1034,VIT - Chennai,,LTIMindtree,BCE,4LPA
2035,21BCE1034,VIT - Chennai,,Infosys,BCE,3.6LPA
2036,21BCE1034,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2037,21BCE1037,VIT - Chennai,,Infosys,BCE,3.6LPA
2038,21BCE1037,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2039,21BCE1039,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2040,21BCE1043,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2041,21BCE1043,VIT - Chennai,,Infosys,BCE,3.6LPA
2042,21BCE1043,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2043,21BCE1043,VIT - Chennai,,LTIMindtree,BCE,4LPA
2044,21BCE1048,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2045,21BCE1056,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2046,21BCE1056,VIT - Chennai,,Infosys,BCE,3.6LPA
2047,21BCE1056,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2048,21BCE1057,VIT - Chennai,,LTIMindtree,BCE,4LPA
2049,21BCE1057,VIT - Chennai,,Infosys,BCE,3.6LPA
2050,21BCE1057,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2051,21BCE1059,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2052,21BCE1059,VIT - Chennai,,Infosys,BCE,3.6LPA
2053,21BCE1059,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2054,21BCE1060,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2055,21BCE1064,VIT - Chennai,,LTIMindtree,BCE,4LPA
2056,21BCE1064,VIT - Chennai,,Infosys,BCE,3.6LPA
2057,21BCE1071,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2058,21BCE1071,VIT - Chennai,,Infosys,BCE,3.6LPA
2059,21BCE1077,VIT - Chennai,,Infosys,BCE,3.6LPA
2060,21BCE1077,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2061,21BCE1085,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2062,21BCE1085,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2063,21BCE1099,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2064,21BCE1099,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2065,21BCE1100,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2066,21BCE1101,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2067,21BCE1103,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2068,21BCE1106,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2069,21BCE1107,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2070,21BCE1109,VIT - Chennai,,Infosys,BCE,3.6LPA
2071,21BCE1109,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2072,21BCE1114,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2073,21BCE1121,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2074,21BCE1123,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2075,21BCE1123,VIT - Chennai,,LTIMindtree,BCE,4LPA
2076,21BCE1123,VIT - Chennai,,Infosys,BCE,3.6LPA
2077,21BCE1123,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2078,21BCE1126,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2079,21BCE1126,VIT - Chennai,,Infosys,BCE,3.6LPA
2080,21BCE1145,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2081,21BCE1160,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2082,21BCE1163,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2083,21BCE1163,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2084,21BCE1165,VIT - Chennai,,Infosys,BCE,3.6LPA
2085,21BCE1165,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2086,21BCE1172,VIT - Chennai,,Infosys,BCE,3.6LPA
2087,21BCE1172,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2088,21BCE1178,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2089,21BCE1189,VIT - Chennai,,Infosys,BCE,3.6LPA
2090,21BCE1194,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2091,21BCE1194,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2092,21BCE1195,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2093,21BCE1204,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2094,21BCE1204,VIT - Chennai,,Infosys,BCE,3.6LPA
2095,21BCE1204,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2096,21BCE1206,VIT - Chennai,,Infosys,BCE,3.6LPA
2097,21BCE1206,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2098,21BCE1209,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2099,21BCE1211,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2100,21BCE1212,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2101,21BCE1216,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2102,21BCE1218,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2103,21BCE1224,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2104,21BCE1227,VIT - Chennai,,LTIMindtree,BCE,4LPA
2105,21BCE1227,VIT - Chennai,,Infosys,BCE,3.6LPA
2106,21BCE1227,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2107,21BCE1230,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2108,21BCE1233,VIT - Chennai,,Infosys,BCE,3.6LPA
2109,21BCE1233,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2110,21BCE1238,VIT - Chennai,,LTIMindtree,BCE,4LPA
2111,21BCE1238,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2112,21BCE1242,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2113,21BCE1244,VIT - Chennai,,Infosys,BCE,3.6LPA
2114,21BCE1244,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2115,21BCE1247,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2116,21BCE1248,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2117,21BCE1249,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2118,21BCE1255,VIT - Chennai,,Infosys,BCE,3.6LPA
2119,21BCE1262,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2120,21BCE1264,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2121,21BCE1265,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2122,21BCE1270,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2123,21BCE1271,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2124,21BCE1285,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2125,21BCE1288,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2126,21BCE1288,VIT - Chennai,,LTIMindtree,BCE,4LPA
2127,21BCE1288,VIT - Chennai,,Infosys,BCE,3.6LPA
2128,21BCE1288,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2129,21BCE1291,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2130,21BCE1293,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2131,21BCE1293,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2132,21BCE1303,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2133,21BCE1303,VIT - Chennai,,Infosys,BCE,3.6LPA
2134,21BCE1303,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2135,21BCE1305,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2136,21BCE1309,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2137,21BCE1314,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2138,21BCE1323,VIT - Chennai,,Infosys,BCE,3.6LPA
2139,21BCE1325,VIT - Chennai,,Infosys,BCE,3.6LPA
2140,21BCE1325,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2141,21BCE1344,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2142,21BCE1344,VIT - Chennai,,LTIMindtree,BCE,4LPA
2143,21BCE1344,VIT - Chennai,,Infosys,BCE,3.6LPA
2144,21BCE1344,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2145,21BCE1366,VIT - Chennai,,Infosys,BCE,3.6LPA
2146,21BCE1366,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2147,21BCE1367,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2148,21BCE1377,VIT - Chennai,GenC Next Select,Cognizant,BCE,5.4LPA
2149,21BCE1381,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2150,21BCE1381,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2151,21BCE1382,VIT - Chennai,,LTIMindtree,BCE,4LPA
2152,21BCE1385,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2153,21BCE1386,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2154,21BCE1387,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2155,21BCE1390,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2156,21BCE1391,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2157,21BCE1391,VIT - Chennai,,Infosys,BCE,3.6LPA
2158,21BCE1391,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2159,21BCE1392,VIT - Chennai,,Infosys,BCE,3.6LPA
2160,21BCE1392,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2161,21BCE1393,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2162,21BCE1394,VIT - Chennai,,Infosys,BCE,3.6LPA
2163,21BCE1397,VIT - Chennai,,Infosys,BCE,3.6LPA
2164,21BCE1415,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2165,21BCE1415,VIT - Chennai,,Infosys,BCE,3.6LPA
2166,21BCE1415,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2167,21BCE1418,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2168,21BCE1420,VIT - Chennai,,Infosys,BCE,3.6LPA
2169,21BCE1422,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2170,21BCE1437,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2171,21BCE1443,VIT - Chennai,,Infosys,BCE,3.6LPA
2172,21BCE1443,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2173,21BCE1453,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2174,21BCE1455,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2175,21BCE1455,VIT - Chennai,,Infosys,BCE,3.6LPA
2176,21BCE1464,VIT - Chennai,,Infosys,BCE,3.6LPA
2177,21BCE1464,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2178,21BCE1470,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2179,21BCE1471,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2180,21BCE1483,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2181,21BCE1483,VIT - Chennai,,LTIMindtree,BCE,4LPA
2182,21BCE1483,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2183,21BCE1487,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2184,21BCE1492,VIT - Chennai,,Infosys,BCE,3.6LPA
2185,21BCE1492,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2186,21BCE1495,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2187,21BCE1503,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2188,21BCE1504,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2189,21BCE1505,VIT - Chennai,,Infosys,BCE,3.6LPA
2190,21BCE1505,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2191,21BCE1510,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2192,21BCE1518,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2193,21BCE1518,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2194,21BCE1521,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2195,21BCE1531,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2196,21BCE1539,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2197,21BCE1542,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2198,21BCE1542,VIT - Chennai,,Infosys,BCE,3.6LPA
2199,21BCE1542,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2200,21BCE1544,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2201,21BCE1548,VIT - Chennai,GenC Next Select,Cognizant,BCE,5.4LPA
2202,21BCE1553,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2203,21BCE1557,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2204,21BCE1557,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2205,21BCE1558,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2206,21BCE1559,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2207,21BCE1564,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2208,21BCE1565,VIT - Chennai,,Infosys,BCE,3.6LPA
2209,21BCE1569,VIT - Chennai,,LTIMindtree,BCE,4LPA
2210,21BCE1569,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2211,21BCE1578,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2212,21BCE1579,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2213,21BCE1584,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2214,21BCE1586,VIT - Chennai,,Infosys,BCE,3.6LPA
2215,21BCE1588,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2216,21BCE1588,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2217,21BCE1622,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2218,21BCE1626,VIT - Chennai,,LTIMindtree,BCE,4LPA
2219,21BCE1638,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2220,21BCE1642,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2221,21BCE1645,VIT - Chennai,,Infosys,BCE,3.6LPA
2222,21BCE1645,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2223,21BCE1645,VIT - Chennai,,LTIMindtree,BCE,4LPA
2224,21BCE1647,VIT - Chennai,,Infosys,BCE,3.6LPA
2225,21BCE1647,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2226,21BCE1652,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
2227,21BCE1654,VIT - Chennai,GenC Select,Cognizant,BCE,4LPA
2228,21BCE1654,VIT - Chennai,,Infosys,BCE,3.6LPA
2229,21BCE1654,VIT - Chennai,Ninja,TCS,BCE,3.3LPA
